text,label
CONCLUSION: Marked visual field constriction appears to be associated with vigabatrin therapy.,1
"Electro-oculography, electroretinography, visual evoked potentials, and multifocal electroretinography in patients with vigabatrin-attributed visual field constriction.",1
PURPOSE: Symptomatic visual field constriction thought to be associated with vigabatrin has been reported.,1
"The current study investigated the visual fields and visual electrophysiology of eight patients with known vigabatrin-attributed visual field loss, three of whom were reported previously.",1
The field defects and some electrophysiological abnormalities persist when vigabatrin therapy is withdrawn.,1
Depressive symptoms disappeared after interferon therapy was stopped.,1
Treatment of chronic hepatitis C with interferon alpha (IFN-alpha) is relatively contraindicated in patients with psychiatric disorders because of possible severe psychiatric side effects.,1
"While for ribavirin antidepressant effects are not known, we suppose that antidepressants may prevent changes in serotonergic or noradrenergic neurotransmission caused by IFN-alpha.",1
Intensive high-flux hemodiafiltration is often used in the management of vancomycin toxicity.,1
Management of hypophosphatemia induced by high-flux hemodiafiltration for the treatment of vancomycin toxicity: intravenous phosphorus therapy versus use of a phosphorus-enriched dialysate.,1
We describe 2 children with cerebral palsy who suffered significant morbidity immediately after treatment with hyperbaric oxygen.,1
A 33-year-old male presented with brown discolouration of the fingernails following the application of 4% hydroquinone in sorbolene cream and 0.1% tretinoin cream to the face intermittently for 9 months.,1
Nail staining from hydroquinone cream.,1
Gangrene of the fingertips after bleomycin and methotrexate.,1
This supports the well-reported potential of bleomycin to trigger acral vascular toxicity.,1
We describe a 57-year-old man with acral erythrocyanosis progressing to acute digital ischemia and gangrene that developed after combined chemotherapy (bleomycin and methotrexate) used to treat a metastatic squamous cell carcinoma of the hypopharynx.,1
Diarrhea-associated over-anticoagulation in a patient taking warfarin: therapeutic role of cholestyramine.,1
We present a case of significant over-anticoagulation temporally associated with a bout of protracted diarrhea in a patient on warfarin therapy.,1
"MI related to the use of activated and non-activated PCCs predominantly affects young patients who often have no preceding history of, or risk factors for, MI and tends to be associated with large cumulative doses of concentrate.",1
Recombinant VIIa concentrate in the management of bleeding following prothrombin complex concentrate-related myocardial infarction in patients with haemophilia and inhibitors.,1
We have safely used recombinant factor VIIa to treat bleeding in the immediate and long-term period following PCC-related MI.,1
"Even after a strict warning, he took another quinine tablet that evening, which triggered his fifth episode of severe thrombocytopenia, and confirmed the etiology of quinine-induced thrombocytopenia.",1
Occult quinine-induced thrombocytopenia.,1
"Only after three subsequent episodes of severe, symptomatic thrombocytopenia over the next four weeks did he say, upon repeat questioning, that he had continued to take quinine for night leg cramps.",1
An 8-year-old child with familial Mediterranean fever exhibited signs of colchicine intoxication while receiving prophylactic doses of the drug.,1
"CONCLUSION: To the best of our knowledge, this is the first time colchicine intoxication in this age group has been described in the English literature.",1
Near fatal acute colchicine intoxication in a child.,1
Acute myeloid leukemia and lung cancer occurring in a chronic lymphocytic leukemia patient treated with fludarabine and autologous peripheral blood stem-cell transplantation.,1
We describe the exceptional development of AML and lung cancer in a patient with previously diagnosed CLL in minimal residual disease status after fludarabine treatment followed by autologous peripheral blood stem-cell transplantation.,1
"In 2 of the 3 cases the patients were also taking lithium carbonate and beta-blockers, both of which could have contributed to the incontinence.",1
"In the present paper the authors describe 2 female patients who developed incontinence secondary to the selective serotonin reuptake inhibitors paroxetine and sertraline, as well as a third who developed this side effect on venlafaxine.",1
This concerns 2 male patients who experienced incontinence while taking venlafaxine.,1
Case studies in heparin-induced thrombocytopenia.,1
"Major points illustrated are, (1) occurrence of HIT with any dose or form of heparin; (2) misperceptions on the diagnostic criteria; (3) correct (thrombin inhibitors) and incorrect (platelet transfusions and warfarin) management; (4) influence of management strategy on clinical outcomes; (5) severity of the syndrome; and (6) potential for both anamnestic response to heparin and disappearance of HIT antibodies over time.",1
Type II heparin-induced thrombocytopenia (HIT) is an immunological disorder characterized by antibodies to heparin-platelet factor 4 complexes and a high risk of thrombotic complications.,1
"After several unrevealing medical work-ups, he was found to have a high blood lead level (122 microg/dL); he has a history of scraping and sanding lead paint without adequate protective measures.",1
"It also highlights a current major etiologic question, that is, whether and to what degree lead exposure contributes to the development of hypertension, and raises the issue of whether lead-induced hypertension constitutes a subset of hypertension that is especially amenable to therapy with dietary calcium.",1
Poorly controlled hypertension in a painter with chronic lead toxicity.,1
"This case demonstrates an occupational activity (construction) that has now become the dominant source of lead exposure for U.S. adults, the importance of a good occupational history to suspecting and making a diagnosis, the possible outcomes of chronic lead toxicity, and the importance of preventing further exposure and using proper methods to treat acute toxicity.",1
"Severe rash, including the Stevens-Johnson syndrome (SJS), is the major toxicity of nevirapine and is described in the package labeling with a prominent, boxed warning.",1
Stevens-Johnson syndrome caused by the antiretroviral drug nevirapine.,1
"Though physicians treating large populations of patients with HIV are well aware of this complication, only one other report of nevirapine-associated SJS has been documented in the dermatology literature.",1
